"source_url","disposition","target_url","reason"
"/radon-levels/alaska/dillingham-census-area","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/alaska/fairbanks-north-star-borough","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/alaska/haines-borough","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/alaska/hoonah-angoon-census-area","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/alaska/juneau-city-and-borough","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/alaska/kenai-peninsula-borough","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/alaska/ketchikan-gateway-borough","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/alaska/kodiak-island-borough","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/alaska/lake-and-peninsula-borough","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/alaska/matanuska-susitna-borough","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/alaska/nome-census-area","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/alaska/north-slope-borough","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/alaska/northwest-arctic-borough","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/alaska/petersburg-census-area","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/alaska/prince-of-wales-hyder-census-area","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/alaska/sitka-city-and-borough","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/alaska/skagway-municipality","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/alaska/southeast-fairbanks-census-area","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/alaska/valdez-cordova-census-area","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/alaska/wade-hampton-census-area","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/alaska/wrangell-city-and-borough","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/alaska/yakutat-city-and-borough","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/alaska/yukon-koyukuk-census-area","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/american-samoa","GONE_410","","state hub retired"
"/radon-levels/american-samoa/eastern-district","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/american-samoa/manua-district","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/american-samoa/rose-island","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/american-samoa/swains-island","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/american-samoa/western-district","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arizona","GONE_410","","state hub retired"
"/radon-levels/arizona/apache-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arizona/cochise-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arizona/coconino-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arizona/gila-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arizona/graham-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arizona/greenlee-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arizona/la-paz-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arizona/maricopa-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arizona/mohave-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arizona/navajo-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arizona/pima-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arizona/pinal-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arizona/santa-cruz-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arizona/yavapai-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arizona/yuma-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arkansas","GONE_410","","state hub retired"
"/radon-levels/arkansas/arkansas-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arkansas/ashley-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arkansas/baxter-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arkansas/benton-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arkansas/boone-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arkansas/bradley-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arkansas/calhoun-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arkansas/carroll-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arkansas/chicot-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arkansas/clark-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arkansas/clay-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arkansas/cleburne-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arkansas/cleveland-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arkansas/columbia-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arkansas/conway-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arkansas/craighead-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arkansas/crawford-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arkansas/crittenden-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arkansas/cross-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arkansas/dallas-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arkansas/desha-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arkansas/drew-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arkansas/faulkner-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arkansas/franklin-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arkansas/fulton-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arkansas/garland-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arkansas/grant-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arkansas/greene-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arkansas/hempstead-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arkansas/hot-spring-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arkansas/howard-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arkansas/independence-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arkansas/izard-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arkansas/jackson-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arkansas/jefferson-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arkansas/johnson-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arkansas/lafayette-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arkansas/lawrence-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arkansas/lee-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arkansas/lincoln-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arkansas/little-river-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arkansas/logan-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arkansas/lonoke-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arkansas/madison-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arkansas/marion-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arkansas/miller-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arkansas/mississippi-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arkansas/monroe-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arkansas/montgomery-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arkansas/nevada-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arkansas/newton-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arkansas/ouachita-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arkansas/perry-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arkansas/phillips-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arkansas/pike-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arkansas/poinsett-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arkansas/polk-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arkansas/pope-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arkansas/prairie-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arkansas/pulaski-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arkansas/randolph-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arkansas/saline-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arkansas/scott-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arkansas/searcy-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arkansas/sebastian-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arkansas/sevier-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arkansas/sharp-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arkansas/st-francis-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arkansas/stone-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arkansas/union-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arkansas/van-buren-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arkansas/washington-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arkansas/white-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arkansas/woodruff-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/arkansas/yell-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/california","GONE_410","","state hub retired"
"/radon-levels/california/alameda-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/california/alpine-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/california/amador-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/california/butte-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/california/calaveras-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/california/colusa-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/california/contra-costa-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/california/del-norte-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/california/el-dorado-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/california/fresno-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/california/glenn-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/california/humboldt-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/california/imperial-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/california/inyo-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/california/kern-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/california/kings-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/california/lake-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/california/lassen-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/california/los-angeles-county","KEEP_200","/radon-levels/california/los-angeles-county","controlled evidence cohort"
"/radon-levels/california/madera-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/california/marin-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/california/mariposa-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/california/mendocino-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/california/merced-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/california/modoc-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/california/mono-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/california/monterey-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/california/napa-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/california/nevada-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/california/orange-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/california/placer-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/california/plumas-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/california/riverside-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/california/sacramento-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/california/san-benito-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/california/san-bernardino-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/california/san-diego-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/california/san-francisco-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/california/san-joaquin-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/california/san-luis-obispo-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/california/san-mateo-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/california/santa-barbara-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/california/santa-clara-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/california/santa-cruz-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/california/shasta-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/california/sierra-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/california/siskiyou-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/california/solano-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/california/sonoma-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/california/stanislaus-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/california/sutter-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/california/tehama-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/california/trinity-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/california/tulare-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/california/tuolumne-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/california/ventura-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/california/yolo-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/california/yuba-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/colorado","GONE_410","","state hub retired"
"/radon-levels/colorado/adams-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/colorado/alamosa-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/colorado/arapahoe-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/colorado/archuleta-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/colorado/baca-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/colorado/bent-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/colorado/boulder-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/colorado/broomfield-county","KEEP_200","/radon-levels/colorado/broomfield-county","controlled evidence cohort"
"/radon-levels/colorado/chaffee-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/colorado/cheyenne-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/colorado/clear-creek-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/colorado/conejos-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/colorado/costilla-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/colorado/crowley-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/colorado/custer-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/colorado/delta-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/colorado/denver-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/colorado/dolores-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/colorado/douglas-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/colorado/eagle-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/colorado/el-paso-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/colorado/elbert-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/colorado/fremont-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/colorado/garfield-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/colorado/gilpin-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/colorado/grand-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/colorado/gunnison-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/colorado/hinsdale-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/colorado/huerfano-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/colorado/jackson-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/colorado/jefferson-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/colorado/kiowa-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/colorado/kit-carson-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/colorado/la-plata-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/colorado/lake-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/colorado/larimer-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/colorado/las-animas-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/colorado/lincoln-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/colorado/logan-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/colorado/mesa-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/colorado/mineral-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/colorado/moffat-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/colorado/montezuma-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/colorado/montrose-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/colorado/morgan-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/colorado/otero-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/colorado/ouray-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/colorado/park-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/colorado/phillips-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/colorado/pitkin-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/colorado/prowers-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/colorado/pueblo-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/colorado/rio-blanco-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/colorado/rio-grande-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/colorado/routt-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/colorado/saguache-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/colorado/san-juan-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/colorado/san-miguel-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/colorado/sedgwick-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/colorado/summit-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/colorado/teller-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/colorado/washington-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/colorado/weld-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/colorado/yuma-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/connecticut","GONE_410","","state hub retired"
"/radon-levels/connecticut/fairfield-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/connecticut/hartford-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/connecticut/litchfield-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/connecticut/middlesex-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/connecticut/new-haven-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/connecticut/new-london-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/connecticut/tolland-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/connecticut/windham-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/delaware","GONE_410","","state hub retired"
"/radon-levels/delaware/kent-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/delaware/new-castle-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/delaware/sussex-county","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/district-of-columbia","GONE_410","","state hub retired"
"/radon-levels/district-of-columbia/district-of-columbia","GONE_410","","no unique search evidence in controlled cohort"
"/radon-levels/florida","GONE_410","","state hub retired"
"/radon-levels/florida/alachua-county","GONE_410","","no unique search evidence in controlled cohort"
